,Date,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,BATT.I-1 (volt) ,BATT.I-2 (volt) ,BATT.I-3 (volt) ,Target
2143,2015-11-08,1.9,3.5,-0.8,4.8,-11.3,-3.6,11.0,12.78,13.8,3.19,0.0
2144,2015-11-09,1.9,3.5,-3.4,6.4,-3.7,-0.6,11.0,12.91,13.76,3.19,0.0
2145,2015-11-10,2.0,3.5,-1.2,6.5,-5.0,0.5,10.0,12.97,13.76,3.19,0.0
2146,2015-11-11,2.4,3.8,-5.6,6.0,-5.6,0.5,12.0,13.02,13.74,3.19,0.0
2147,2015-11-12,2.6,4.0,-9.1,-5.6,-10.2,-8.0,15.0,12.71,13.74,3.19,0.0
2148,2015-11-13,2.6,4.0,-6.6,-0.8,-10.1,-6.1,14.0,12.79,13.83,3.19,0.0
2149,2015-11-14,2.6,4.1,-1.6,4.2,-6.8,-1.8,13.0,12.94,13.77,3.19,0.0
2150,2015-11-15,2.6,4.1,0.1,10.2,-1.8,1.7,12.0,12.97,13.74,3.19,0.0
2151,2015-11-16,2.6,4.1,-0.4,5.3,-1.8,1.0,12.0,12.96,13.75,3.19,0.0
2152,2015-11-17,3.1,4.5,-6.2,0.6,-6.2,-3.4,17.0,12.74,13.69,3.19,0.0
2153,2015-11-18,3.4,4.6,-7.5,-6.2,-9.7,-8.1,17.0,12.63,13.56,3.19,0.0
2154,2015-11-19,3.6,4.8,-5.7,-4.5,-7.6,-5.8,19.0,12.63,13.38,3.19,0.0
2155,2015-11-20,3.8,4.8,-2.3,-0.6,-6.3,-3.4,19.0,12.63,13.42,3.19,0.0
2156,2015-11-21,4.0,4.8,-14.6,-0.9,-14.9,-5.6,20.0,12.59,13.29,3.19,0.0
2157,2015-11-22,4.0,4.8,-6.1,-3.2,-15.5,-8.8,19.0,12.93,13.8,3.19,0.0
2158,2015-11-23,4.0,4.9,-0.8,4.3,-7.1,-1.7,19.0,13.0,13.77,3.19,0.0
2159,2015-11-24,4.0,4.9,0.5,5.2,-1.8,1.2,18.0,13.04,13.76,3.19,0.0
2160,2015-11-25,4.0,4.9,-0.9,3.4,-2.0,0.1,18.0,13.05,13.76,3.19,0.0
2161,2015-11-26,4.0,5.0,-1.2,6.2,-1.2,1.8,17.0,13.08,13.76,3.19,0.0
2162,2015-11-27,4.0,5.0,-7.5,-0.9,-7.8,-4.1,18.0,12.91,13.79,3.19,0.0
2163,2015-11-28,4.1,5.0,-6.1,-1.8,-10.6,-5.7,18.0,12.97,13.81,3.19,0.0
2164,2015-11-29,4.2,5.1,-6.2,-3.6,-8.6,-6.8,19.0,12.89,13.82,3.19,0.0
2165,2015-11-30,4.4,5.4,-11.6,-5.1,-11.6,-8.7,23.0,12.92,13.82,3.19,0.0
2166,2015-12-01,4.4,5.4,-14.0,-11.4,-15.1,-13.7,23.0,12.66,13.83,3.19,0.0
2167,2015-12-02,4.4,5.5,-10.7,-7.4,-14.8,-11.4,22.0,12.59,13.84,3.19,0.0
2168,2015-12-03,4.5,5.5,-4.8,1.0,-11.3,-5.7,21.0,12.8,13.83,3.19,0.0
2169,2015-12-04,4.5,5.5,-2.3,0.3,-5.2,-3.1,21.0,12.85,13.8,3.19,0.0
2170,2015-12-05,4.5,5.5,-2.1,6.4,-2.5,0.8,20.0,12.98,13.77,3.19,0.0
2171,2015-12-06,4.5,5.6,-9.7,-1.9,-10.3,-6.2,22.0,12.53,13.8,3.19,0.0
2172,2015-12-07,4.6,5.7,-3.2,6.1,-10.2,-1.4,21.0,12.82,13.78,3.19,0.0
2173,2015-12-08,4.7,5.8,-2.7,3.7,-3.7,-0.1,21.0,12.85,13.78,3.19,0.0
2174,2015-12-09,4.7,5.8,-2.3,2.9,-3.5,-1.1,21.0,12.78,13.78,3.19,0.0
2175,2015-12-10,4.7,5.8,-0.6,5.4,-3.2,1.2,20.0,12.83,13.76,3.19,0.0
2176,2015-12-11,4.8,5.8,1.5,4.9,-3.0,1.0,20.0,12.64,13.76,3.19,0.0
2177,2015-12-12,4.9,5.8,-3.2,1.6,-4.3,-1.1,21.0,12.56,13.77,3.19,0.0
2178,2015-12-13,5.3,6.1,-9.4,-2.1,-9.4,-5.7,19.0,12.51,13.61,3.19,0.0
2179,2015-12-14,5.3,6.1,-2.3,-1.1,-12.5,-6.5,22.0,12.47,13.82,3.19,0.0
2180,2015-12-15,5.6,6.3,-9.8,0.0,-9.8,-3.9,24.0,12.69,13.78,3.19,0.0
2181,2015-12-16,5.8,6.5,-14.5,-8.9,-15.0,-11.8,28.0,12.42,13.68,3.19,0.0
2182,2015-12-17,5.8,6.6,-14.8,-8.5,-15.8,-13.6,28.0,12.39,13.86,3.19,0.0
2183,2015-12-18,5.9,6.7,-11.7,-11.3,-16.6,-14.5,28.0,12.37,13.83,3.19,0.0
2184,2015-12-19,6.0,6.8,-3.6,-1.9,-11.7,-5.8,26.0,12.36,13.76,3.19,0.0
2185,2015-12-20,6.0,6.8,-0.3,5.0,-4.0,-0.3,26.0,12.93,13.78,3.19,0.0
2186,2015-12-21,6.2,6.9,-7.4,-0.2,-7.5,-4.7,28.0,12.47,13.8,3.19,0.0
2187,2015-12-22,6.4,7.1,-5.6,-5.1,-8.4,-6.7,27.0,12.67,13.81,3.19,0.0
2188,2015-12-23,6.7,7.4,-8.0,-1.0,-8.6,-4.9,31.0,12.38,13.73,3.19,0.0
2189,2015-12-24,7.0,7.6,-15.6,-6.3,-15.6,-10.8,34.0,12.31,13.79,3.19,0.0
2190,2015-12-25,7.2,7.7,-11.7,-10.6,-16.6,-13.6,33.0,12.28,13.84,3.19,0.0
2191,2015-12-26,7.5,7.9,-14.0,-5.3,-14.0,-10.0,34.0,12.24,13.65,3.19,0.0
2192,2015-12-27,7.5,7.9,-14.0,-9.0,-18.2,-14.9,35.0,12.17,13.85,3.19,0.0
2193,2015-12-28,7.6,7.9,-5.3,1.3,-15.2,-7.7,33.0,12.75,13.86,3.19,0.0
2194,2015-12-29,7.6,7.9,-11.0,-3.3,-11.2,-7.6,32.0,12.99,13.84,3.19,0.0
2195,2015-12-30,7.6,8.0,-12.2,-6.2,-12.4,-10.2,33.0,13.05,13.85,3.19,0.0
2196,2015-12-31,7.6,8.0,-15.2,-10.2,-16.1,-13.6,34.0,12.69,13.86,3.19,0.0
2197,2016-01-01,7.6,8.0,-14.5,-6.8,-17.0,-14.1,33.0,12.7,13.87,3.19,0.0
2198,2016-01-02,7.6,8.1,-7.9,0.1,-15.5,-9.3,32.0,13.01,13.88,3.19,0.0
2199,2016-01-03,7.6,8.2,-4.0,4.0,-9.4,-4.2,32.0,13.08,13.84,3.19,0.0
2200,2016-01-04,7.6,8.2,-3.4,3.9,-4.3,-1.6,32.0,13.09,13.8,3.19,0.0
2201,2016-01-05,7.6,8.2,-1.8,6.4,-4.0,-0.4,31.0,13.11,13.77,3.19,0.0
2202,2016-01-06,7.6,8.2,-5.6,-0.7,-6.2,-3.7,31.0,13.11,13.78,3.19,0.0
2203,2016-01-07,7.6,8.3,-4.8,0.4,-5.6,-3.8,30.0,12.99,13.79,3.19,0.0
2204,2016-01-08,7.6,8.5,-8.4,-4.3,-8.4,-5.9,33.0,12.78,13.79,3.19,0.0
2205,2016-01-09,7.6,8.5,-9.6,-3.0,-9.9,-7.9,32.0,12.92,13.82,3.19,0.0
2206,2016-01-10,7.6,8.5,-12.2,-6.2,-12.9,-10.2,34.0,12.66,13.84,3.19,0.0
2207,2016-01-11,7.6,8.5,-15.1,-7.6,-15.5,-12.1,35.0,12.55,13.84,3.19,0.0
2208,2016-01-12,7.6,8.5,-9.5,-5.4,-15.1,-10.5,34.0,12.46,13.86,3.19,0.0
2209,2016-01-13,7.7,8.6,-7.1,-0.7,-9.8,-6.1,34.0,12.74,13.83,3.19,0.0
2210,2016-01-14,7.8,8.6,-6.4,3.4,-7.8,-3.5,33.0,13.0,13.81,3.19,0.0
2211,2016-01-15,7.9,8.7,-10.1,-6.0,-10.3,-8.6,33.0,12.78,13.84,3.19,0.0
2212,2016-01-16,8.1,8.8,-11.7,-7.1,-11.8,-9.8,35.0,12.54,13.84,3.19,0.0
2213,2016-01-17,8.4,9.2,-8.6,-8.2,-14.4,-10.8,42.0,12.39,13.84,3.19,0.0
2214,2016-01-18,8.7,9.4,-7.4,-5.7,-9.2,-7.6,42.0,12.28,13.72,3.19,0.0
2215,2016-01-19,8.7,9.5,-5.9,1.5,-7.4,-4.4,40.0,12.82,13.81,3.19,0.0
2216,2016-01-20,8.7,9.6,-7.0,-1.5,-7.5,-5.5,40.0,12.93,13.79,3.19,0.0
2217,2016-01-21,8.8,9.8,-11.7,-4.8,-13.0,-8.5,42.0,12.54,13.82,3.19,0.0
2218,2016-01-22,8.8,9.8,-8.7,-4.8,-11.7,-9.4,41.0,12.55,13.84,3.19,0.0
2219,2016-01-23,8.8,9.9,-2.9,4.5,-8.8,-2.1,39.0,12.96,13.8,3.19,0.0
2220,2016-01-24,8.8,9.9,-1.1,5.3,-3.0,-0.1,39.0,13.04,13.78,3.19,0.0
2221,2016-01-25,8.8,9.9,-9.6,-0.4,-9.8,-5.5,38.0,12.92,13.8,3.19,0.0
2222,2016-01-26,9.0,10.0,-12.7,-5.1,-13.6,-10.4,40.0,12.65,13.84,3.19,0.0
2223,2016-01-27,9.0,10.0,-10.1,-5.2,-15.0,-10.8,40.0,12.82,13.85,3.19,0.0
2224,2016-01-28,9.1,10.1,-5.2,1.9,-11.1,-4.3,38.0,13.01,13.82,3.19,0.0
2225,2016-01-29,9.3,10.1,-2.1,4.0,-6.2,-2.1,38.0,13.04,13.8,3.19,0.0
2226,2016-01-30,9.5,10.2,-1.9,-0.1,-5.8,-2.9,38.0,12.95,13.8,3.19,0.0
2227,2016-01-31,10.1,10.8,-8.1,2.6,-8.1,-1.6,43.0,12.79,13.78,3.2,0.0
2228,2016-02-01,10.5,11.2,-5.1,-5.1,-11.2,-8.0,45.0,12.66,13.72,3.2,0.0
2229,2016-02-02,11.0,11.7,-14.4,-2.7,-14.4,-7.5,52.0,12.53,13.6,3.19,0.0
2230,2016-02-03,11.2,11.8,-17.1,-10.2,-17.1,-14.2,51.0,12.46,13.73,3.19,0.0
2231,2016-02-04,11.2,11.8,-18.9,-13.0,-20.5,-17.3,51.0,12.33,13.69,3.19,0.0
2232,2016-02-05,11.5,12.0,-13.6,-6.8,-19.0,-13.1,50.0,12.28,13.84,3.19,0.0
2233,2016-02-06,11.7,12.0,-12.9,-7.7,-14.4,-12.3,49.0,12.2,13.84,3.19,0.0
2234,2016-02-07,11.9,12.1,-6.2,-1.3,-12.9,-6.7,48.0,12.68,13.83,3.19,0.0
2235,2016-02-08,11.9,12.1,-5.9,-1.1,-7.4,-5.4,46.0,12.85,13.82,3.19,0.0
2236,2016-02-09,11.9,12.1,-5.2,0.9,-7.7,-3.9,46.0,12.99,13.78,3.19,0.0
2237,2016-02-10,11.9,12.1,-2.3,3.3,-6.2,-1.8,45.0,13.02,13.76,3.19,0.0
2238,2016-02-11,11.9,12.1,-2.0,6.3,-2.6,1.0,45.0,13.02,13.75,3.19,0.0
2239,2016-02-12,11.9,12.1,-0.2,6.3,-2.6,0.8,44.0,13.02,13.76,3.2,0.0
2240,2016-02-13,11.9,12.1,2.0,7.7,-1.1,2.4,44.0,13.01,13.75,3.2,0.0
2241,2016-02-14,11.9,12.1,-3.2,5.9,-3.5,1.2,43.0,13.01,13.74,3.19,0.0
2242,2016-02-15,12.2,12.4,-5.2,-1.5,-5.7,-4.4,46.0,12.89,13.8,3.19,0.0
2243,2016-02-16,12.5,12.8,-2.5,-1.9,-5.6,-3.5,48.0,12.8,13.74,3.19,0.0
2244,2016-02-17,12.6,12.8,-1.8,2.7,-3.0,-1.4,47.0,13.0,13.78,3.2,0.0
2245,2016-02-18,12.6,12.9,3.3,11.0,-2.3,3.7,46.0,13.08,13.72,3.2,0.0
2246,2016-02-19,13.1,13.0,-7.0,6.4,-7.1,0.7,50.0,13.04,13.74,3.2,0.0
2247,2016-02-20,13.1,13.0,-1.0,3.4,-9.3,-2.1,49.0,13.07,13.76,3.2,0.0
2248,2016-02-21,13.2,13.0,-3.8,3.7,-4.2,0.0,48.0,13.08,13.76,3.2,0.0
2249,2016-02-22,13.3,13.0,-5.1,3.8,-5.2,-1.3,47.0,13.08,13.76,3.19,0.0
2250,2016-02-23,13.4,13.0,-8.1,-0.9,-8.1,-5.2,48.0,13.09,13.79,3.19,0.0
2251,2016-02-24,13.4,13.0,-9.9,-2.6,-11.0,-7.6,48.0,13.06,13.81,3.19,0.0
2252,2016-02-25,13.6,13.0,-7.6,-1.4,-11.6,-6.5,47.0,13.07,13.82,3.19,0.0
2253,2016-02-26,13.8,13.1,-2.8,2.8,-7.9,-2.7,47.0,13.11,13.76,3.19,0.0
2254,2016-02-27,13.8,13.1,-1.0,5.4,-4.4,0.1,46.0,13.11,13.76,3.19,0.0
2255,2016-02-28,13.8,13.1,-3.2,7.0,-3.2,1.6,45.0,13.13,13.74,3.19,0.0
2256,2016-02-29,13.8,13.1,-2.3,4.6,-5.9,-1.1,46.0,13.11,13.75,3.19,0.0
2257,2016-03-01,13.8,13.1,-7.5,2.4,-7.5,-2.0,45.0,13.08,13.77,3.19,0.0
2258,2016-03-02,13.8,13.1,-0.2,2.6,-8.6,-2.4,45.0,13.07,13.79,3.19,0.0
2259,2016-03-03,13.9,13.2,-4.5,2.5,-4.7,-1.0,46.0,13.0,13.78,3.19,0.0
2260,2016-03-04,13.9,13.3,0.3,7.3,-5.2,0.8,45.0,13.12,13.76,3.19,0.0
2261,2016-03-05,13.9,13.3,0.6,5.7,-1.0,1.7,45.0,13.12,13.76,3.19,0.0
2262,2016-03-06,13.9,13.3,1.2,8.8,-1.8,3.1,44.0,13.15,13.76,3.19,0.0
2263,2016-03-07,14.0,13.4,-1.8,4.0,-2.1,0.4,45.0,13.12,13.76,3.19,0.0
2264,2016-03-08,14.4,13.7,-6.9,-0.6,-6.9,-4.2,49.0,12.98,13.78,3.19,0.0
2265,2016-03-09,14.4,13.7,-6.6,0.6,-9.1,-5.0,48.0,13.01,13.79,3.19,0.0
2266,2016-03-10,14.5,13.7,-5.6,0.7,-7.9,-4.2,47.0,13.02,13.8,3.19,0.0
2267,2016-03-11,14.6,13.8,1.1,6.3,-6.0,0.6,47.0,13.06,13.76,3.19,0.0
2268,2016-03-12,14.8,13.8,3.9,10.1,0.4,5.4,45.0,13.14,13.73,3.19,0.0
2269,2016-03-13,15.0,13.8,-1.4,7.1,-2.4,2.0,45.0,13.05,13.74,3.2,0.0
2270,2016-03-14,15.1,13.9,-1.2,5.0,-3.6,0.5,44.0,13.1,13.75,3.19,0.0
2271,2016-03-15,15.9,14.4,-8.6,0.5,-8.6,-3.0,50.0,12.97,13.77,3.19,0.0
2272,2016-03-16,16.4,14.6,-8.5,-5.7,-11.4,-8.5,53.0,12.89,13.82,3.19,0.0
2273,2016-03-17,16.7,14.8,-7.3,-5.6,-11.5,-7.8,54.0,12.88,13.82,3.19,0.0
2274,2016-03-18,17.2,14.9,-8.9,1.4,-8.9,-4.9,56.0,12.86,13.82,3.19,0.0
2275,2016-03-19,17.3,15.0,-9.1,-2.3,-10.6,-7.2,56.0,12.83,13.83,3.19,0.0
2276,2016-03-20,17.3,15.0,-7.9,-1.0,-10.3,-6.2,54.0,12.96,13.82,3.19,0.0
2277,2016-03-21,17.3,15.1,0.4,4.9,-8.1,-0.1,52.0,13.07,13.79,3.19,0.0
2278,2016-03-22,17.3,15.1,4.3,8.8,-0.8,4.7,50.0,13.14,13.76,3.2,0.0
2279,2016-03-23,17.6,15.4,-5.9,6.5,-5.9,1.5,53.0,13.11,13.75,3.2,0.0
2280,2016-03-24,18.5,15.9,-7.3,-5.0,-7.9,-6.9,58.0,12.92,13.8,3.19,0.0
2281,2016-03-25,18.7,16.0,-5.1,-0.6,-8.5,-5.0,57.0,13.06,13.79,3.19,0.0
2282,2016-03-26,18.9,16.2,-11.8,-4.6,-11.9,-7.2,60.0,12.96,13.8,3.19,0.0
2283,2016-03-27,18.9,16.2,-10.8,-3.6,-12.7,-8.8,58.0,12.9,13.84,3.19,0.0
2284,2016-03-28,18.9,16.3,-2.3,1.4,-11.1,-4.1,57.0,13.02,13.8,3.19,0.0
2285,2016-03-29,18.9,16.4,0.9,7.0,-2.8,2.1,56.0,13.14,13.77,3.19,0.0
2286,2016-03-30,19.1,16.7,-8.0,7.3,-8.6,-0.6,58.0,13.07,13.76,3.19,0.0
2287,2016-03-31,19.4,16.9,-8.2,-3.2,-9.6,-6.9,59.0,13.01,13.78,3.19,0.0
2288,2016-04-01,19.4,17.0,-10.2,-2.2,-10.5,-7.2,60.0,12.97,13.82,3.19,0.0
2289,2016-04-02,19.4,17.0,-6.2,-0.5,-11.3,-6.4,58.0,13.06,13.82,3.19,0.0
2290,2016-04-03,19.4,17.1,-1.7,5.9,-7.4,-0.5,56.0,13.07,13.79,3.19,0.0
2291,2016-04-04,19.5,17.1,1.4,7.1,-2.7,2.4,53.0,13.08,13.76,3.19,0.0
2292,2016-04-05,19.8,17.1,3.4,9.2,0.0,4.5,51.0,13.14,13.74,3.2,0.0
2293,2016-04-06,19.8,17.2,-5.9,3.8,-6.3,-2.0,54.0,13.0,13.8,3.2,0.0
2294,2016-04-07,19.9,17.2,1.3,6.6,-7.1,0.7,52.0,13.08,13.78,3.19,0.0
2295,2016-04-08,19.9,17.2,2.1,9.3,-0.8,4.1,51.0,13.11,13.75,3.19,0.0
2296,2016-04-09,20.0,17.3,3.2,11.8,0.4,5.8,49.0,13.14,13.74,3.19,0.0
2297,2016-04-10,20.0,17.3,1.1,7.4,0.3,2.2,48.0,13.09,13.76,3.19,0.0
2298,2016-04-11,19.9,17.4,-0.2,7.3,-0.7,1.8,48.0,13.06,13.76,3.19,0.0
2299,2016-04-12,19.9,17.5,0.9,7.1,-0.4,2.2,47.0,13.07,13.76,3.19,0.0
2300,2016-04-13,19.9,17.6,-0.1,8.2,-0.6,2.5,47.0,13.09,13.74,3.19,0.0
2301,2016-04-14,19.5,17.6,3.8,9.0,-0.4,4.4,45.0,13.12,13.74,3.19,0.0
2302,2016-04-15,19.2,17.6,2.4,9.7,1.6,4.9,44.0,13.11,13.75,3.19,0.0
2303,2016-04-16,20.3,18.7,-3.6,2.4,-3.8,-1.9,56.0,12.95,13.69,3.19,0.0
2304,2016-04-17,20.5,19.0,-6.4,0.5,-6.4,-3.9,56.0,12.89,13.82,3.19,0.0
2305,2016-04-18,20.5,19.1,-5.1,0.2,-7.4,-4.2,53.0,13.07,13.8,3.19,0.0
2306,2016-04-19,20.5,19.1,-4.8,2.5,-5.7,-2.9,53.0,13.1,13.79,3.19,0.0
2307,2016-04-20,20.5,19.2,-2.8,1.9,-5.9,-2.3,52.0,13.08,13.78,3.19,0.0
2308,2016-04-21,20.6,19.2,-0.3,5.3,-3.4,0.5,51.0,13.1,13.78,3.19,0.0
2309,2016-04-22,20.6,19.2,3.5,10.0,-0.8,5.0,48.0,13.11,13.75,3.19,0.0
2310,2016-04-23,20.3,19.2,5.4,14.0,1.2,8.1,46.0,13.16,13.72,3.2,0.0
2311,2016-04-24,19.9,19.4,-2.8,11.3,-2.8,4.3,47.0,13.04,13.71,3.2,0.0
2312,2016-04-25,20.0,19.4,0.6,5.6,-3.2,0.5,46.0,13.04,13.8,3.19,0.0
2313,2016-04-26,20.0,19.7,-3.1,10.2,-3.1,3.4,47.0,13.05,13.72,3.19,0.0
2314,2016-04-27,20.0,19.9,-4.1,1.5,-4.7,-2.6,48.0,13.04,13.78,3.19,0.0
2315,2016-04-28,20.2,20.0,-1.2,2.8,-4.6,-1.6,46.0,13.04,13.79,3.19,0.0
2316,2016-04-29,20.4,20.2,-1.6,4.9,-1.7,0.4,48.0,13.03,13.76,3.19,0.0
2317,2016-04-30,20.9,20.7,-3.0,1.1,-3.6,-1.6,51.0,13.01,13.78,3.19,0.0
2318,2016-05-01,21.3,21.1,-4.9,0.5,-5.0,-2.7,53.0,12.97,13.8,3.19,0.0
2319,2016-05-02,21.2,21.1,-4.2,3.2,-6.3,-2.1,50.0,13.05,13.8,3.19,0.0
2320,2016-05-03,21.2,21.1,-0.4,7.1,-4.2,1.5,48.0,13.04,13.77,3.19,0.0
2321,2016-05-04,21.1,21.1,3.4,10.0,-1.3,4.7,47.0,13.1,13.74,3.19,0.0
2322,2016-05-05,20.5,21.1,6.3,12.8,2.5,8.4,43.0,13.08,13.71,3.2,0.0
2323,2016-05-06,19.3,21.1,7.6,15.3,5.0,10.2,41.0,13.11,13.68,3.2,0.0
2324,2016-05-07,18.5,21.1,8.0,13.5,4.3,9.2,40.0,13.08,13.69,3.2,0.0
2325,2016-05-08,18.2,21.1,-2.2,8.7,-2.3,2.3,41.0,13.01,13.74,3.2,0.0
2326,2016-05-09,18.6,21.5,-1.1,5.3,-2.5,0.3,43.0,12.97,13.76,3.19,0.0
2327,2016-05-10,19.0,22.0,0.5,3.6,-1.1,1.2,44.0,13.04,13.78,3.19,0.0
2328,2016-05-11,19.3,22.4,-3.4,5.8,-3.6,0.9,44.0,13.05,13.79,3.2,0.0
2329,2016-05-12,19.3,22.5,-1.2,5.1,-4.9,0.6,43.0,13.05,13.78,3.19,0.0
2330,2016-05-13,18.8,22.5,3.9,9.8,-1.6,5.0,40.0,13.1,13.74,3.19,0.0
2331,2016-05-14,17.7,22.5,6.2,12.9,2.9,8.3,39.0,13.12,13.71,3.19,0.0
2332,2016-05-15,16.6,22.5,5.3,14.0,5.1,9.3,36.0,13.14,13.7,3.2,0.0
2333,2016-05-16,15.9,22.6,1.6,9.3,1.3,5.2,35.0,13.09,13.71,3.2,0.0
2334,2016-05-17,16.1,23.0,0.6,5.3,0.2,2.0,35.0,13.08,13.75,3.2,0.0
2335,2016-05-18,15.4,23.0,-0.4,7.2,-0.4,2.8,32.0,13.01,13.72,3.19,0.0
2336,2016-05-19,14.6,23.0,1.5,10.0,-0.7,4.0,31.0,13.08,13.72,3.19,0.0
2337,2016-05-20,13.2,23.0,4.7,10.8,1.3,5.9,28.0,13.08,13.69,3.2,0.0
2338,2016-05-21,12.1,23.0,7.0,13.4,4.1,8.9,25.0,13.12,13.66,3.2,0.0
2339,2016-05-22,10.6,23.0,6.3,15.2,5.8,10.3,22.0,13.08,13.62,3.2,0.0
2340,2016-05-23,9.2,23.0,1.7,12.6,1.5,6.8,20.0,13.05,13.67,3.2,0.0
2341,2016-05-24,8.8,23.0,3.2,9.0,1.3,5.3,19.0,13.1,13.7,3.2,0.0
2342,2016-05-25,7.5,23.0,4.8,12.5,2.6,7.9,17.0,13.1,13.66,3.2,0.0
2343,2016-05-26,6.0,23.0,4.3,10.0,2.4,6.2,14.0,13.1,13.68,3.2,0.0
2344,2016-05-27,5.7,23.1,0.1,9.8,0.1,4.0,13.0,13.08,13.67,3.2,0.0
2345,2016-05-28,5.7,23.1,0.9,5.6,0.0,1.3,12.0,13.06,13.73,3.2,0.0
2346,2016-05-29,4.4,23.1,3.8,9.6,0.3,4.8,10.0,13.08,13.7,3.2,0.0
2347,2016-05-30,3.3,23.1,5.4,12.8,3.4,7.5,7.0,13.06,13.67,3.19,0.0
2348,2016-05-31,2.1,23.1,5.0,12.6,4.5,7.8,4.0,13.09,13.67,3.2,0.0
2349,2016-06-01,0.7,23.1,5.5,12.0,3.1,7.9,2.0,13.1,13.63,3.2,0.0
2350,2016-06-02,0.0,23.1,6.0,13.5,3.2,8.8,0.0,13.1,13.61,3.2,0.0
2351,2016-06-03,0.0,23.1,8.7,14.6,5.6,10.6,0.0,13.11,13.6,3.2,0.0
2352,2016-06-04,0.0,23.1,8.7,15.3,7.2,10.9,0.0,13.11,13.58,3.2,0.0
2353,2016-06-05,0.0,23.1,9.6,17.3,7.2,12.6,0.0,13.11,13.54,3.2,0.0
2354,2016-06-06,0.0,23.1,10.4,17.2,8.0,13.1,0.0,13.11,13.54,3.2,0.0
2355,2016-06-07,0.0,23.1,9.4,19.1,8.6,12.8,0.0,13.11,13.53,3.2,0.0
2356,2016-06-08,0.0,23.1,9.1,18.3,7.7,13.1,0.0,13.11,13.52,3.2,0.0
2357,2016-06-09,0.0,23.3,8.1,16.4,6.6,11.2,0.0,13.07,13.52,3.2,0.0
2358,2016-06-10,0.0,23.3,12.7,18.5,7.5,12.5,0.0,13.09,13.54,3.2,0.0
2359,2016-06-11,0.0,23.3,11.7,19.8,11.2,15.8,0.0,13.09,13.49,3.2,0.0
2360,2016-06-12,0.0,23.3,10.8,19.9,9.2,13.9,0.0,13.09,13.48,3.2,0.0
2361,2016-06-13,0.0,23.4,10.3,17.1,9.1,12.1,0.0,13.09,13.54,3.2,0.0
2362,2016-06-14,0.0,23.4,2.5,15.0,1.6,8.2,0.0,13.01,13.58,3.2,0.0
2363,2016-06-15,0.0,23.4,9.1,13.3,2.3,8.6,0.0,13.11,13.61,3.2,0.0
2364,2016-06-16,0.0,23.4,11.0,19.3,7.2,14.1,0.0,13.08,13.53,3.2,0.0
2365,2016-06-17,0.0,23.4,11.2,17.0,8.4,13.2,0.0,13.06,13.53,3.2,0.0
2366,2016-06-18,0.0,23.4,12.7,20.5,10.1,15.3,0.0,13.08,13.48,3.2,0.0
2367,2016-06-19,0.0,23.4,14.5,21.2,10.9,16.7,0.0,13.29,13.47,3.2,0.0
2368,2016-06-20,0.0,23.4,14.9,22.0,12.8,17.6,0.0,13.21,13.45,3.2,0.0
2369,2016-06-21,0.0,23.4,13.9,23.5,13.3,18.8,0.0,13.32,13.42,3.2,0.0
2370,2016-06-22,0.0,23.4,14.1,23.1,12.5,17.5,0.0,13.23,13.41,3.2,0.0
2371,2016-06-23,0.0,23.6,10.3,21.4,7.5,14.2,0.0,13.05,13.42,3.2,0.0
2372,2016-06-24,0.0,23.8,9.6,17.8,8.6,12.8,0.0,13.06,13.53,3.2,0.0
2373,2016-06-25,0.0,23.8,11.0,19.8,8.2,14.4,0.0,13.05,13.49,3.2,0.0
2374,2016-06-26,0.0,23.8,11.8,19.4,9.5,14.5,0.0,13.07,13.5,3.2,0.0
2375,2016-06-27,0.0,23.8,12.6,19.5,8.6,14.8,0.0,13.0,13.48,3.2,0.0
2376,2016-06-28,0.0,23.8,13.5,20.4,11.3,16.0,0.0,13.08,13.48,3.2,0.0
2377,2016-06-29,0.0,23.8,13.1,21.2,11.5,16.5,0.0,13.07,13.46,3.2,0.0
2378,2016-06-30,0.0,23.8,9.6,20.1,8.6,13.4,0.0,13.07,13.5,3.2,0.0
2379,2016-07-01,0.0,24.1,8.4,15.7,8.4,11.5,0.0,13.08,13.52,3.2,0.0
2380,2016-07-02,0.0,24.5,8.4,11.3,7.6,9.0,0.0,12.98,13.57,3.2,0.0
2381,2016-07-03,0.0,24.7,7.4,12.5,7.4,9.1,0.0,13.04,13.59,3.2,0.0
2382,2016-07-04,0.0,24.7,9.0,15.4,6.6,10.3,0.0,13.07,13.55,3.2,0.0
2383,2016-07-05,0.0,24.7,11.5,18.2,8.4,13.4,0.0,13.08,13.53,3.2,0.0
2384,2016-07-06,0.0,24.7,12.2,18.5,10.2,14.2,0.0,12.97,13.52,3.2,0.0
2385,2016-07-07,0.0,24.7,11.3,18.1,11.0,14.5,0.0,13.06,13.5,3.2,0.0
2386,2016-07-08,0.0,24.7,12.6,18.3,10.4,14.6,0.0,13.06,13.5,3.2,0.0
2387,2016-07-09,0.0,24.7,13.0,20.0,11.4,15.8,0.0,13.06,13.47,3.2,0.0
2388,2016-07-10,0.0,24.7,14.6,20.8,11.9,16.4,0.0,13.19,13.48,3.2,0.0
